CSV_ID,CSV_NAME,CSV_DATE,CSV_FLAG,CSV_CHOICELIST,CSV_CHOICELIST_MULTI,Useless_Column
123001,CLARK FORKLIFT 001 NEW (no multi 1),2000-01-10,Yes,,"multi 3,multi 5,multi 7,multi 9",123
123264,CLARK FORKLIFT 064,2024-04-10,No,item 4,"multi 3,multi 4,multi 5,multi 6"
123265,CLARK FORKLIFT 065,2024-05-10,Yes,item 5,"multi 7,multi 8,multi 9,multi 10"
123266,CLARK FORKLIFT 066,2024-06-10,No,item 6,"multi 1,multi 3,multi 5,multi 7,multi 9"
123267,CLARK FORKLIFT 067,2024-07-10,Yes,item 7,"multi 2,multi 4,multi 6,multi 8,multi 10"
123268,CLARK FORKLIFT 068,2024-08-10,No,item 8,"multi 1,multi 3,multi 5,multi 7,multi 9"
123269,CLARK FORKLIFT 069,2024-09-10,Yes,item 9,"multi 2,multi 4,multi 6,multi 8,multi 10"
123270,CLARK FORKLIFT 070,2024-10-10,No,item 10,"multi 1,multi 2,multi 3"
123271,CLARK FORKLIFT 071,2024-11-10,Yes,item 1,"multi 4,multi 5,multi 6"
123272,CLARK FORKLIFT 072,2024-12-10,No,item 2,"multi 7,multi 8,multi 9"
123273,CLARK FORKLIFT 073,2025-01-10,Yes,item 3,"multi 10,multi 1,multi 2"
123274,CLARK FORKLIFT 074,2025-02-10,No,item 4,"multi 3,multi 4,multi 5"
123275,CLARK FORKLIFT 075,2025-03-10,Yes,item 5,"multi 6,multi 7,multi 8"
123276,CLARK FORKLIFT 076,2025-04-10,No,item 6,"multi 9,multi 10,multi 1,multi 2"
123277,CLARK FORKLIFT 077,2025-05-10,Yes,item 7,"multi 3,multi 4,multi 5,multi 6"
123278,CLARK FORKLIFT 078,2025-06-10,No,item 8,"multi 7,multi 8,multi 9,multi 10"
123279,CLARK FORKLIFT 079,2025-07-10,Yes,item 9,"multi 1,multi 3,multi 5,multi 7,multi 9"
123280,CLARK FORKLIFT 080,2025-08-10,No,item 10,"multi 2,multi 4,multi 6,multi 8,multi 10"
123281,CLARK FORKLIFT 081,2025-09-10,Yes,item 1,"multi 1,multi 3,multi 5,multi 7,multi 9"
123282,CLARK FORKLIFT 082,2025-10-10,No,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
123283,CLARK FORKLIFT 083,2025-11-10,Yes,item 3,"multi 1,multi 2,multi 3"
123284,CLARK FORKLIFT 084,2025-12-10,No,item 4,"multi 4,multi 5,multi 6"
123285,CLARK FORKLIFT 085,2026-01-10,Yes,item 5,"multi 7,multi 8,multi 9"
123286,CLARK FORKLIFT 086,2026-02-10,No,item 6,"multi 10,multi 1,multi 2"
123287,CLARK FORKLIFT 087,2026-03-10,Yes,item 7,"multi 3,multi 4,multi 5"
123288,CLARK FORKLIFT 088,2026-04-10,No,item 8,"multi 6,multi 7,multi 8"
123289,CLARK FORKLIFT 089,2026-05-10,Yes,item 9,"multi 9,multi 10,multi 1,multi 2"
123290,CLARK FORKLIFT 090,2026-06-10,No,item 10,"multi 3,multi 4,multi 5,multi 6"
123291,CLARK FORKLIFT 091,2026-07-10,Yes,item 1,"multi 7,multi 8,multi 9,multi 10"
123292,CLARK FORKLIFT 092,2026-08-10,No,item 2,"multi 1,multi 3,multi 5,multi 7,multi 9"
123293,CLARK FORKLIFT 093,2026-09-10,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
123294,CLARK FORKLIFT 094,2026-10-10,No,item 4,"multi 1,multi 3,multi 5,multi 7,multi 9"
123295,CLARK FORKLIFT 095,2026-11-10,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
123296,CLARK FORKLIFT 096,2026-12-10,No,item 6,"multi 1,multi 2,multi 3"
123297,CLARK FORKLIFT 097,2027-01-10,Yes,item 7,"multi 4,multi 5,multi 6"
123298,CLARK FORKLIFT 098,2027-02-10,No,item 8,"multi 7,multi 8,multi 9"
123299,CLARK FORKLIFT 099,2027-03-10,Yes,item 9,"multi 10,multi 1,multi 2"
123300,CLARK FORKLIFT 100,2027-04-10,No,item 10,"multi 3,multi 4,multi 5",no
123301,CLARK FORKLIFT 001,2019-01-10,Yes,item 1,"multi 1,multi 3,multi 5,multi 7,multi 9"
123302,CLARK FORKLIFT 002,2019-02-10,No,item 2,"multi 2,multi 4,multi 6,multi 8,multi 10"
123303,CLARK FORKLIFT 003,2019-03-10,Yes,item 3,"multi 1,multi 3,multi 5,multi 7,multi 9"
123304,CLARK FORKLIFT 004,2019-04-10,No,item 4,"multi 2,multi 4,multi 6,multi 8,multi 10"
123305,CLARK FORKLIFT 005,2019-05-10,Yes,item 5,"multi 1,multi 2,multi 3"
123306,CLARK FORKLIFT 006,2019-06-10,No,item 6,"multi 4,multi 5,multi 6"
123307,CLARK FORKLIFT 007,2019-07-10,Yes,item 7,"multi 7,multi 8,multi 9"
123308,CLARK FORKLIFT 008,2019-08-10,No,item 8,"multi 10,multi 1,multi 2"
123309,CLARK FORKLIFT 009,2019-09-10,Yes,item 9,"multi 3,multi 4,multi 5"
123310,CLARK FORKLIFT 010,2019-10-10,No,item 10,"multi 6,multi 7,multi 8"
123311,CLARK FORKLIFT 011,2019-11-10,Yes,item 1,"multi 9,multi 10,multi 1,multi 2"
123312,CLARK FORKLIFT 012,2019-12-10,No,item 2,"multi 3,multi 4,multi 5,multi 6"
123313,CLARK FORKLIFT 013,2020-01-10,Yes,item 3,"multi 7,multi 8,multi 9,multi 10"
123314,CLARK FORKLIFT 014,2020-02-10,No,item 4,"multi 1,multi 3,multi 5,multi 7,multi 9"
123315,CLARK FORKLIFT 015,2020-03-10,Yes,item 5,"multi 2,multi 4,multi 6,multi 8,multi 10"
123316,CLARK FORKLIFT 016,2020-04-10,No,item 6,"multi 1,multi 3,multi 5,multi 7,multi 9"
123317,CLARK FORKLIFT 017,2020-05-10,Yes,item 7,"multi 2,multi 4,multi 6,multi 8,multi 10"
123318,CLARK FORKLIFT 018,2020-06-10,No,item 8,"multi 1,multi 2,multi 3"
123319,CLARK FORKLIFT 019,2020-07-10,Yes,item 9,"multi 4,multi 5,multi 6"
123320,CLARK FORKLIFT 020,2020-08-10,No,item 10,"multi 7,multi 8,multi 9"
123321,CLARK FORKLIFT 021,2020-09-10,Yes,item 1,"multi 10,multi 1,multi 2"
123322,CLARK FORKLIFT 022,2020-10-10,No,item 2,"multi 3,multi 4,multi 5"
123323,CLARK FORKLIFT 023,2020-11-10,Yes,item 3,"multi 6,multi 7,multi 8"
123324,CLARK FORKLIFT 024,2020-12-10,No,item 4,"multi 9,multi 10,multi 1,multi 2"
123325,CLARK FORKLIFT 025,2021-01-10,Yes,item 5,"multi 3,multi 4,multi 5,multi 6"
123326,CLARK FORKLIFT 026,2021-02-10,No,item 6,"multi 7,multi 8,multi 9,multi 10"
123327,CLARK FORKLIFT 027,2021-03-10,Yes,item 7,"multi 1,multi 3,multi 5,multi 7,multi 9"
123328,CLARK FORKLIFT 028,2021-04-10,No,item 8,"multi 2,multi 4,multi 6,multi 8,multi 10"
123329,CLARK FORKLIFT 029,2021-05-10,Yes,item 9,"multi 1,multi 3,multi 5,multi 7,multi 9"
123330,CLARK FORKLIFT 030,2021-06-10,No,item 10,"multi 2,multi 4,multi 6,multi 8,multi 10"
123331,CLARK FORKLIFT 031,2021-07-10,Yes,item 1,"multi 1,multi 2,multi 3"
123332,CLARK FORKLIFT 032,2021-08-10,No,item 2,"multi 4,multi 5,multi 6"
123333,CLARK FORKLIFT 033,2021-09-10,Yes,item 3,"multi 7,multi 8,multi 9"
123334,CLARK FORKLIFT 034,2021-10-10,No,item 4,"multi 10,multi 1,multi 2"
123335,CLARK FORKLIFT 035,2021-11-10,Yes,item 5,"multi 3,multi 4,multi 5"
123336,CLARK FORKLIFT 036,2021-12-10,No,item 6,"multi 6,multi 7,multi 8"
123337,CLARK FORKLIFT 037,2022-01-10,Yes,item 7,"multi 9,multi 10,multi 1,multi 2"
123338,CLARK FORKLIFT 038,2022-02-10,No,item 8,"multi 7,multi 8,multi 9,multi 10"
123339,CLARK FORKLIFT 039,2022-03-10,Yes,item 9,"multi 7,multi 8,multi 9,multi 10"
123340,CLARK FORKLIFT 040,2022-04-10,No,item 10,"multi 1,multi 3,multi 5,multi 7,multi 9"
123341,CLARK FORKLIFT 041,2022-05-10,Yes,item 1,"multi 2,multi 4,multi 6,multi 8,multi 10"
123342,CLARK FORKLIFT 042,2022-06-10,No,item 2,"multi 1,multi 3,multi 5,multi 7,multi 9"
123343,CLARK FORKLIFT 043,2022-07-10,Yes,item 3,"multi 2,multi 4,multi 6,multi 8,multi 10"
123344,CLARK FORKLIFT 044,2022-08-10,No,item 4,"multi 1,multi 2,multi 3"
123345,CLARK FORKLIFT 045,2022-09-10,Yes,item 5,"multi 4,multi 5,multi 6"
123346,CLARK FORKLIFT 046,2022-10-10,No,item 6,"multi 7,multi 8,multi 9"
123347,CLARK FORKLIFT 047,2022-11-10,Yes,item 7,"multi 10,multi 1,multi 2"
123348,CLARK FORKLIFT 048,2022-12-10,No,item 8,"multi 3,multi 4,multi 5"
123349,CLARK FORKLIFT 049,2023-01-10,Yes,item 90,"multi 6,multi 7,multi 8"
123350,CLARK FORKLIFT NEW CHANGE,2024-02-10 16:25:18,No,item 10,"multi 9,multi 100,multi 1,multi 20","multi 4,multi 5,multi 2,multi 30"
,CLARK FORKLIFT 030,2022-12-10,No,item 10,"multi 2,multi 4,multi 6,multi 8,multi 10"
123340,WRONG DATA,2022-04-10,No,,
123330,WRONG DATA,2024-06-10,No,item 2,"multi 3,multi 7,multi 8,multi 1,multi 9"
123351,CLARK FORKLIFT 050,2024-02-10 16:25:18,No,item 10,"multi 9,multi 100,multi 1,multi 20","multi 4,multi 5,multi 2,multi 30"
